id,name,operator,calc_postcode_district,calc_postcode_area,lat,lon,addr_housenumber,addr_street,addr_city,serper_query,confidence,suggested_website,suggested_website_original,validation_status,alternates_json,notes
way/123318572,The Nags Head,,WC2E,WC,51.5129662,-0.1236536,10,James Street,London,"""The Nags Head"" pub London 10 James Street WC2E",0.000,https://www.mnrealestate.com/review-of-the-nags-head-in-london/,https://www.mnrealestate.com/review-of-the-nags-head-in-london/,200,"[""https://www.standard.co.uk/going-out/bars/the-nags-head-feels-like-a-real-pub-7415870.html"", ""https://www.tagvenue.com/venues/london/3917/nags-head-covent-garden"", ""https://www.beerintheevening.com/pubs/s/37/379/Nags_Head/Covent_Garden"", ""https://www.minube.net/place/the-nags-head--a75811"", ""https://www.hmdb.org/m.asp?m=296892""]","heuristic:https://www.mnrealestate.com/review-of-the-nags-head-in-london/;ai_review=Candidate URL is a third-party real estate review site, not the official site or operator page for the pub."
way/80208385,The Sun Tavern,,WC2E,WC,51.5139873,-0.1226274,66,Long Acre,London,"""The Sun Tavern"" pub London 66 Long Acre WC2E",0.000,https://www.thesuntaverncoventgarden.co.uk/,https://www.thesuntaverncoventgarden.co.uk/,200,"[""https://maps.apple.com/place?place-id=I9E965EAC417C9AFF"", ""https://www.mapquest.com/gb/england/the-sun-tavern-526171262"", ""https://www.layersoflondon.org/map/records/sun-66-long-acre-wc2e"", ""https://www.coventgarden.london/brand-directory/the-sun-tavern"", ""https://www.divento.com/en/home/9209-the-sun-covent-garden-london.html""]",heuristic:https://www.thesuntaverncoventgarden.co.uk/;ai_confirmed_loc_fail=no_location_match
node/344084670,Craft Beer Co.,,WC2H,WC,51.515637,-0.125979,168,High Holborn,London,"""Craft Beer Co."" pub London 168 High Holborn WC2H",0.000,https://londonist.com/,https://londonist.com/london/drink/the-best-10-pubs-in-covent-garden,200,"[""https://the-craft-beer-co-covent-garden.wheree.com/"", ""https://the-craft-beer-co-covent-garden.wheree.com/menu"", ""https://londonist.com/london/drink/the-best-10-pubs-in-covent-garden"", ""https://www.youarenotatree.net/this-is-england/just-for-one-my-favorite-pubs-in-london/"", ""https://www.beerintheevening.com/pubs/results.shtml/tu/140/page/2/show_comments/5/""]","heuristic:https://londonist.com/;ai_review=The URL is a general London events and culture site, not an official site for the Craft Beer Co. pub at 168 High Holborn."
way/153690421,The Angel,Sam Smith's,WC2H,WC,51.5154902,-0.1278407,,,,"""The Angel"" pub London WC2H",0.900,https://maps.apple.com/place?place-id=I652B0F371F72A22E,https://maps.apple.com/place?place-id=I652B0F371F72A22E,200,"[""https://www.squaremeal.co.uk/restaurants/the-angel-st-giles-high-street_3277"", ""https://commons.wikimedia.org/wiki/Category:The_Angel,_St_Giles_High_Street"", ""https://www.mapquest.com/gb/england/the-angel-527296503"", ""https://pubwiki.co.uk/LondonPubs/StGiles/Angel.shtml"", ""https://londonist.com/pubs/pubs/pubs/the-angel-2""]","openai:The Apple Maps URL directly references The Angel at 61 Saint Giles High Street, London WC2H 8LE, matching the district and coordinates closely, indicating it is the correct pub location. Other candidates are directories or wikis, not the pub's own or operator's site.;loc_ok=near_coords"
way/81459093,The Bloomsbury,,WC2H,WC,51.5168451,-0.1257535,,Shaftesbury Avenue,London,"""The Bloomsbury"" pub London Shaftesbury Avenue WC2H",0.950,https://www.bloomsburytavern.co.uk/,https://www.bloomsburytavern.co.uk/,200,"[""https://www.mapquest.com/gb/england/the-bloomsbury-tavern-806283963"", ""https://commons.wikimedia.org/wiki/Category:The_Bloomsbury_Tavern,_Shaftesbury_Avenue"", ""https://www.alamy.com/the-bloomsbury-tavern-from-1856-236-shaftesbury-ave-london-england-uk-wc2h-8eg-image566184404.html"", ""https://www.bloomsburytavern.co.uk/contact-us"", ""https://nightscard.com/nightlife/bloomsbury-tavern/""]","openai:The Bloomsbury Tavern website clearly matches the pub name and location on Shaftesbury Avenue, London WC2H, and is the official site rather than an aggregator or social network.;loc_ok=district+address"
node/12920922066,The Cross Keys,,WC2H,WC,51.5145144,-0.1247394,31,Endell Street,London,"""The Cross Keys"" pub London 31 Endell Street WC2H",0.900,https://www.coventgarden.london/brand-directory/the-cross-keys,https://www.coventgarden.london/brand-directory/the-cross-keys,200,"[""https://maps.apple.com/place?place-id=IE47E12FEE7F4F49D"", ""https://www.mapquest.com/gb/england/the-cross-keys-523538256"", ""https://londonist.com/london/pubs/cross-keys-covent-garden"", ""https://londonspubswherehistoryreallyhappened.wordpress.com/2018/11/08/the-cross-keys/""]","openai:The URL is a brand directory page specifically for The Cross Keys in Covent Garden, matching the address and area, and is not an aggregator or social network.;loc_ok=district+address"
way/183366008,The Crown,,WC2H,WC,51.5168409,-0.1263989,51,New Oxford Street,London,"""The Crown"" pub London 51 New Oxford Street WC2H",0.800,https://www.goingout.co.uk/british/london/the-crown-3504,https://www.goingout.co.uk/british/london/the-crown-3504,200,"[""https://www.aspiringkennedy.com/london-guide"", ""https://www.beerintheevening.com/pubs/results.shtml/tu/31/page/19/"", ""https://www.alamy.com/stock-photo/the-crown-pub-london.html?page=2"", ""https://camdentownbrewery.com/blogs/news/fresh-legs-pub-finder""]","openai:The URL clearly references The Crown at 51 New Oxford Street, London WC2H, matching the pub's address and name, indicating it is about the correct venue.;loc_ok=district+address"
node/266680230,The Crown and Anchor,,WC2H,WC,51.5139755,-0.1249853,22,Neal Street,London,"""The Crown and Anchor"" pub London 22 Neal Street WC2H",0.000,https://barcrawl.co.uk/pubreview.aspx?PubID=8292,https://barcrawl.co.uk/pubreview.aspx?PubID=8292,200,"[""https://pubwiki.co.uk/LondonPubs/StGiles/CrownAnchor.shtml"", ""https://madeinyorkshire.com/events/annual-westminster-visit-christmas-celebration"", ""https://www.beerintheevening.com/pubs/s/11/11646/Crown_and_Anchor/Covent_Garden"", ""https://www.tagvenue.com/venues/london/34691/crown-and-anchor""]","heuristic:https://barcrawl.co.uk/pubreview.aspx?PubID=8292;ai_review=The URL is a third-party pub review site, not the official web presence of The Crown and Anchor pub at 22 Neal Street, London."
way/560417509,The Sun,,WC2H,WC,51.5152293,-0.1232343,21,Drury Lane,London,"""The Sun"" pub London 21 Drury Lane WC2H",0.000,https://www.mapquest.com/gb/england/the-sun-pub-526936182,https://www.mapquest.com/gb/england/the-sun-pub-526936182,202,"[""https://the-sun-pub.wheree.com/"", ""https://the-sun-pub.wheree.com/menu"", ""https://the-sun-pub.weeblyte.com/menu"", ""https://www.mapquest.com/gb/england/sun-public-house-798038999"", ""https://www.beerintheevening.com/pubs/results.shtml/tu/68/page/2/show_comments/5/""]","heuristic:https://www.mapquest.com/gb/england/the-sun-pub-526936182;ai_review=URL is a generic map listing, not an official site for the specific pub"
way/993781413,The Three Lanterns,,WC2H,WC,51.5113088,-0.1314508,5,Lisle Street,London,"""The Three Lanterns"" pub London 5 Lisle Street WC2H",0.900,https://www.socialpubandkitchen.co.uk/three-lanterns-leicester-square,https://www.socialpubandkitchen.co.uk/three-lanterns-leicester-square,200,"[""https://the-three-lanterns.wheree.com/"", ""https://maps.apple.com/place?place-id=IB02AD394B1F8021"", ""https://www.mapquest.com/gb/england/three-lanterns-775993838"", ""https://www.aaa.com/tripcanvas/restaurant/the-three-lanterns-leicester-square-AA22458"", ""https://www.tagvenue.com/venues/london/26077/the-three-lanterns""]","openai:This URL explicitly matches the pub name and exact address (5 Lisle Street, Westminster, Greater London, WC2H 7BG) given in the pub data, indicating it is the official or operator site. Other candidates are aggregators or map listings.;loc_ok=district+address"
way/160683906,Mr. Fogg's Tavern,,WC2N,WC,51.5109856,-0.1268285,58,St Martin's Lane,London,"""Mr. Fogg's Tavern"" pub London 58 St Martin's Lane WC2N",0.900,https://inception-group.com/mr-foggs-tavern/,https://inception-group.com/mr-foggs-tavern/,200,"[""https://www.mr-foggs.com/mr-foggs-tavern/"", ""https://www.mr-foggs.com/mr-foggs-tavern/menus/"", ""https://maps.apple.com/place?place-id=I50B377AEA7DE7E77"", ""https://www.sevenrooms.com/reservations/mrfoggstavern"", ""https://www.coventgarden.london/brand-directory/mr-fogg-s-tavern""]","openai:The inception-group.com page explicitly mentions the exact address 58 St. Martin's Lane, London WC2N, matching the pub's location, indicating it is the official or operator site for Mr Fogg's Tavern. Other top candidates are related but do not mention the address as clearly.;loc_ok=district+address"
way/205407098,Opal Bar,,WC2N,WC,51.5073644,-0.1220032,,,London,"""Opal Bar"" pub London WC2N",0.000,https://licklist.co.uk/opal-bar,https://licklist.co.uk/opal-bar,200,"[""https://forums.pubsgalore.co.uk/showthread.php?6170-Opal-Charing-Cross-WC2"", ""https://pianos.pub/piano/39692dda"", ""https://susdane.com/culture/2011/10/21/opal-bar-not-so-precious.html"", ""https://www.inapub.co.uk/venues/opal-bar/london/wc2n6pa/23557"", ""https://www.beerintheevening.com/pubs/results.shtml/tu/96/show_comments/5/""]","heuristic:https://licklist.co.uk/opal-bar;ai_review=Candidate URL is a third-party event/venue listing site, not the official site or operator page for Opal Bar."
way/107035580,The Lemon Tree,,WC2N,WC,51.5100049,-0.1257159,4,Bedfordbury,London,"""The Lemon Tree"" pub London 4 Bedfordbury WC2N",0.950,https://www.lemontreecoventgarden.com/,https://www.lemontreecoventgarden.com/,200,"[""https://www.lemontreecoventgarden.com/food"", ""https://maps.apple.com/place?place-id=IED8D947A7FBC1AE"", ""https://www.allourbars.com/the-lemon-tree-in-covent-garden"", ""https://jamespottsblog.wordpress.com/tag/the-lemon-tree/"", ""https://www.pubsgalore.co.uk/pubs/22111/""]","openai:The URL matches the pub name and exact address (4 Bedfordbury, Covent Garden, WC2N) and is clearly the pub's own website with relevant menu and contact info. Other candidates are directories or maps, not the official site.;loc_ok=district+address"
relation/7183889,The Ship and Shovell,Hall & Woodhouse,WC2N,WC,51.5076381,-0.1247016,,,,"""The Ship and Shovell"" pub London WC2N",0.000,https://www.shipandshovell.co.uk/venue-hire,https://www.shipandshovell.co.uk/venue-hire/,200,"[""https://www.shipandshovell.co.uk/our-story/"", ""https://www.hall-woodhouse.co.uk/pub/the-ship-and-shovell/"", ""https://www.alamy.com/ship-and-shovell-traditional-british-pub-linked-by-underground-cellar-image154124213.html"", ""https://londonspubswherehistoryreallyhappened.wordpress.com/2017/07/23/the-ship-and-shovell/"", ""https://londonist.com/london/pubs/ship-and-shovell-charing-cross""]",heuristic:https://www.shipandshovell.co.uk/venue-hire/;ai_confirmed_loc_fail=district_only_no_geo
node/1163880380,The Stranded,,WC2N,WC,51.5093567,-0.1243596,430,Strand,London,"""The Stranded"" pub London 430 Strand WC2N",0.000,https://www.beerguideldn.com/publist.php,https://www.beerguideldn.com/publist.php,200,"[""https://www.pubsgalore.co.uk:8080/towns/wc2/central-london/"", ""https://thatsup.co.uk/london/explore/bar/?close-to=London%2C+UK"", ""https://www.foodhygienerating.co.uk/authority/westminster/pubbarnightclub"", ""https://thatsup.co.uk/london/explore/bar/beer-bar/?close-to=Covent+Garden+Market%2C+London""]","heuristic:https://www.beerguideldn.com/publist.php;ai_review=URL is a generic online guide listing many pubs, not an official site or operator page for The Stranded at 430 Strand, London."
way/99952332,Lyceum Tavern,Samuel Smith,WC2R,WC,51.5113117,-0.1197245,354,Strand,London,"""Lyceum Tavern"" pub London 354 Strand WC2R",0.000,https://www.layersoflondon.org/map/records/lyceum-tavern-354-strand-st-clement-danes-wc2r-0hs,https://www.layersoflondon.org/map/records/lyceum-tavern-354-strand-st-clement-danes-wc2r-0hs,200,"[""https://lyceum-tavern.wheree.com/menu"", ""https://pubwiki.co.uk/LondonPubs///ClementsDanes/LyceumTavern.shtml"", ""https://www.mapquest.com/gb/england/lyceum-tavern-523789997"", ""https://londonspubswherehistoryreallyhappened.wordpress.com/2020/08/21/the-lyceum-tavern/"", ""https://www.pubsgalore.co.uk/pubs/22113/""]","heuristic:https://www.layersoflondon.org/map/records/lyceum-tavern-354-strand-st-clement-danes-wc2r-0hs;ai_review=URL is a historical record site, not the official pub or operator page for Lyceum Tavern"
way/487479499,Nell Gwynne Tavern,,WC2R,WC,51.5102361,-0.1228373,1-2,,London,"""Nell Gwynne Tavern"" pub London 1-2 WC2R",0.950,https://www.thenellgwynne.com/,https://www.thenellgwynne.com/,200,"[""https://unseentours.org.uk/blog/three-things-you-didnt-know-about-covent-garden/"", ""https://maps.apple.com/place?place-id=IA42442AEC5134BB2"", ""https://mindtrip.ai/restaurant/london-greater/nell-gwynne/re-Si1NsKIb"", ""https://www.useyourlocal.com/pubs/nell-gwynne-london-wc2-12673/"", ""https://pitchbook.com/profiles/company/531019-54""]","openai:The URL is the official website for The Nell Gwynne Tavern, with strong page evidence mentioning the pub's history and name. It is not an aggregator or social network and is the top-ranked candidate. Other candidates are either aggregators or less directly relevant.;loc_ok=district+address"
node/25746185,The Cheshire Cheese,,WC2R,WC,51.5123895,-0.1131849,,,London,The Cheshire Cheese pub London WC2R,0.900,https://www.cheshirecheese.pub/,https://www.cheshirecheese.pub/,200,"[""https://ye-olde-cheshire-cheese.co.uk/"", ""https://www.londonpubexplorer.com/central-classics/ye-olde-cheshire-cheese"", ""https://www.layersoflondon.org/map/records/ye-olde-cheshire-cheese-fleet-street""]","openai:The URL's page mentions the pub's location close to Royal Courts of Justice and Inner and Middle Temple, which aligns well with the WC2R district in London and the given coordinates, providing strong geographic relevance and a high page evidence score.;loc_ok=near_coords"
way/244884784,The Devereux,,WC2R,WC,51.5128283,-0.1125591,,Devereux Court,London,"""The Devereux"" pub London Devereux Court WC2R",0.950,https://thedevereux.co.uk/,https://thedevereux.co.uk/,200,"[""https://london-hq.co.uk/venue-directory/the-devereux/"", ""https://www.pubsgalore.co.uk/pubs/53778/"", ""https://www.citystack.co/the-devereux"", ""https://www.fanzo.com/en/bar/17420/the-devereux"", ""https://historicengland.org.uk/listing/the-list/list-entry/1066888""]","openai:The URL is the official website of The Devereux pub in London, with exact matching address '20 Devereux Court, Temple, London WC2R 3JJ' confirming location and identity.;loc_ok=district+address"
way/244884785,The Edgar Wallace,,WC2R,WC,51.5127222,-0.1127754,40,Essex Street,London,"""The Edgar Wallace"" pub London 40 Essex Street WC2R",0.950,https://www.edgarwallacelondon.co.uk/,https://www.edgarwallacelondon.co.uk/,200,"[""https://edgarwallace.co.uk/"", ""https://maps.apple.com/place?place-id=IA6E854B63859E6BE"", ""https://londonist.com/london/pubs/edgar-wallace"", ""https://www.mapquest.com/gb/england/edgar-wallace-527309283""]","openai:The URL https://www.edgarwallacelondon.co.uk/ matches the pub name and exact address 40 Essex Street, London WC2R, strongly indicating it is the official website.;loc_ok=district+address"
