id,name,address,lat,lon,postcode_district,postcode_area,operator,phone
2db663fa-8256-4317-9a98-40a34523c9c5,Chislehurst Golf Club,"Camden Place, Camden Park Road

Chislehurst

BR7 5HJ",51.4112,0.0653947,BR7,BR,Independent,(020) 8467 2782
20dd2fb7-0f68-4ead-8f00-491e7ffbcf05,Crown Inn,"School Road

Chislehurst

BR7 5PQ",51.4105,0.0729195,BR7,BR,Shepherd Neame,(020) 8467 7326
ea691433-979e-4d94-ba90-36c8db8d759b,Five Points Brewery Taproom.,"61 Mare Street

Hackney

E8 4RG",51.5368,-0.057248,E8,E,Five Points Brewing Co,(020) 8533 7746
9ba74653-4cf8-475d-8ab8-ac4bd90998c8,Sir Alfred Hitchcock Hotel,"147 Whipps Cross Road

Leytonstone

E11 1NP",51.5767,0.011682,E11,E,Independent,(020) 8530 3724
9ecc10f2-fbdf-44a2-9bf7-f4818d7fed7a,Ruislip Royal British Legion,"Park House, 32 High Street

Ruislip

HA4 7AN",51.5758,-0.42714,HA4,HA,Royal British Legion,(01895) 632328
5c10354d-1992-4e8c-8f15-5caf73d761f5,Lord Holmesdale,"184 Homesdale Road

Bromley

BR1 2QZ",51.4,0.033832,BR1,BR,Independent,(020) 8464 3280
5fbdf9e9-b794-467a-a859-fcc90c477735,Hare & Hounds,"The Green

Claygate

KT10 0JL",51.3597,-0.33885,KT10,KT,Independent,(01372) 465149
60bdc89d-78fd-4b40-a52b-6780a36f49a9,Star,"158 Plumstead Common Road

Plumstead

SE18 2UL",51.4809,0.0790106,SE18,SE,Independent,(020) 8316 7141
762a0ee4-eb52-4abc-ad98-dbef8de9e4e1,Heston Royal British Legion,"79 New Heston Road

Heston

TW5 0LG",51.485,-0.37843,TW5,TW,Royal British Legion,(020) 8570 4713
db6605e0-a719-4a42-bb53-8856e77151a8,Butterchurn,"Erskine Road

Sutton

SM1 3AS",51.3697,-0.179818,SM1,SM,Independent,(020) 8643 2205
eba3181f-9cbf-4c98-b7a2-0e40c85cc521,Foley,"106 Hare Lane

Claygate

KT10 0LZ",51.3598,-0.34531,KT10,KT,Independent,(01372) 462021
e7fd0ade-4b9c-4c8b-9f41-388eea982419,Upminster & Cranham Royal British Legion Club,"316 St Marys Lane

Upminster

RM14 3HL",51.5574,0.259383,RM14,RM,Royal British Legion,(01708) 220494
3a11e365-52f6-4543-b773-38715776ebdd,Thatched House,"348 St Mary's Lane

Cranham

RM14 3LT",51.5578,0.27611,RM14,RM,Independent,(01708) 641408
4ab446a2-f430-4425-854b-c6e5488cf3cc,Three Hounds Beer Company,"57 Beckenham Road

Clock House, Beckenham

BR3 4PR",51.4085,-0.0391309,BR3,BR,Independent,(020) 3976 0028
9af4b205-9a8d-47bb-8afc-5b3451a88daf,Cobham Rugby Club,"Memorial Ground, Fairmile Lane

Cobham

KT11 2BU",51.3399,-0.395809,KT11,KT,Independent,(01932) 864441
76cd1b95-4147-4bb2-9790-d6dbbe26c0e0,Swan & Mitre,"260-262 High Street

Bromley

BR1 1PG",51.4071,0.011653,BR1,BR,Greene King,(020) 8460 5617
9ea823e7-baf4-4ec1-9a74-7e6f3f118abd,Collier Row & Havering Royal British Legion Club,"120 Collier Row Lane

Collier Row (Romford)

RM5 3DT",51.5912,0.166702,RM5,RM,Royal British Legion,(01708) 741698
d16d0da9-dfb7-44f3-b5bc-68cb6ea4f2fa,Mawney Arms,"44 Mawney Road / Willow Street

Romford

RM7 7HT",51.579,0.171413,RM7,RM,Ember Inns,(01708) 761162
b25f6e34-f964-4c61-9b11-5acae5562f54,Pembroke,"12-16 Chipstead Valley Road

Coulsdon

CR5 2RA",51.321,-0.138525,CR5,CR,Stonegate,(020) 8763 0800
1f1220dc-2ee8-4a61-9e61-beeb756cc25f,Tudor Rose,"270 Coulsdon Road

Coulsdon

CR5 1EB",51.3063,-0.119546,CR5,CR,Nicholson's,(01737) 553368
3499b1bb-6cb9-4daf-892d-48eaab0016ce,Queen's Head,"123 High Street

Cranford

TW5 9PB",51.485,-0.40537,TW5,TW,Fuller's,(020) 8897 0022
c58e8dbf-81a0-4e98-9a93-ced434fd43eb,Royal British Legion Greenford,"182 Oldfield Lane South

Greenford

UB6 9JS",51.5355,-0.34898,UB6,UB,Royal British Legion,(020) 8578 2530
454faf87-f141-49a1-a6a9-e207d36e9d99,Adelaide,"57 Park Road

Teddington

TW11 0AU",51.4239,-0.3346,TW11,TW,Independent,(020) 8977 3616
e34dc9d8-eac0-4dad-a4de-14fccc19053a,h-bar,"Sherfield Building, Imperial College, Ayrton Road

South Kensington

SW7 2AZ",51.4987,-0.177422,SW7,SW,,
8cc71f35-6ebc-4deb-b661-49ae7e487284,Old Fox & Hounds,"1 London Road

Croydon

CR0 2RE",51.3782,-0.103029,CR0,CR,Independent,(020) 8781 6039
5f5d1c85-aa2a-4b48-9414-38eb0361e08b,Whittington,"Whittington Way

Pinner

HA5 5JS",51.5862,-0.3813,HA5,HA,Independent,(020) 8866 5688
7dfe67cb-ccfd-4c58-977d-2c42ee17c3ac,Shirley Park Golf Club,"194 Addiscombe Road

Croydon

CR0 7LB",51.3754,-0.062642,CR0,CR,Independent,(020) 8654 1143
a3c4e291-29ee-487a-8223-ecd86aa82ddc,Surrey Cricketers,"23 West Street

Croydon

CR0 1DJ",51.368,-0.101387,CR0,CR,Independent,(020) 8288 1781
26158516-56bb-493b-95a9-3aaf164fb887,Ship,"47 High Street

Croydon

CR0 1QD",51.372,-0.100347,CR0,CR,Independent,(020) 8688 2810
9deb9497-5bfe-480e-8d6a-3b9b4cb6d166,Crown Rivers,"Terminal 5 Airside Level 1

Heathrow Airport

TW6 2GA",51.4731,-0.488947,TW6,TW,Wetherspoon,(020) 8283 6208
d920064d-4165-4734-a4a7-30318c7ac702,Prince of Wales,"48 West End Lane

Esher

KT10 8LA",51.3634,-0.37965,KT10,KT,Greene King,(01372) 465483
79d0c173-6bac-41cd-8ce0-4e0cf8b0bb6b,Village Club,"151 Addington Road

Selsdon

CR2 8LH",51.3445,-0.061205,CR2,CR,Independent,(020) 8657 3593
231b0117-c3a7-4fa2-a6aa-f14126110cd5,Downside Sports & Social Club,"The Island, Downside Common Road

Downside

KT11 3NU",51.3112,-0.409235,KT11,KT,Independent,(01932) 863230
b09e51ef-4082-423d-870c-f74cabd4b53b,Queen's Head,"25 High Street

Downe

BR6 7US",51.3361,0.054125,BR6,BR,Independent,(01689) 852145
5d6c55e4-cf3c-4929-b9e2-310bf0b98919,Queen's Head,"73 High Street

Green Street Green

BR6 6BQ",51.3522,0.089801,BR6,BR,Ember Inns,(01689) 853455
03429d26-d2a2-427c-be5f-8ff25636f2cb,Green Man,"168 Wickham Street

Welling

DA16 3NL",51.4685,0.0927899,DA16,DA,Independent,(020) 8854 8299
a4245ce0-9970-41a5-9c82-9526c3ef3d04,Lion,"31 Houndsditch

London

EC3A 7DB",51.5148,-0.078162,EC3A,EC,Independent,(020) 7623 8468
f2134054-ab09-458e-a4d4-0446d4978f77,SECC Social Club,"Westfield House, 94 St Mary's Road

Ealing

W5 5EX",51.5045,-0.30684,W5,W,Independent,(020) 8567 0640
4724f090-89b6-4574-969c-10eb523817f9,West End Village Club,"The Pavilion, West End Lane

Esher

KT10 8LF",51.3616,-0.381437,KT10,KT,West End Sports & Social Club,(01372) 465249
882f58a8-94a0-4ed4-869b-67e9c74432be,Ealing Golf Club,"Perivale Lane

Perivale

UB6 8TS",51.5326,-0.32095,UB6,UB,Independent,(020) 8997 0937
cd7ce57c-c372-4d6f-b58e-11740d8682a6,Aldersbrook Bowls Club,"34 Aldersbrook Road

Wanstead

E12 5DY",51.5622,0.035413,E12,E,Independent,07709 632229
ba45fc20-2b1e-4cf4-82ae-0e5ece67a9e6,Prince Of Wales,"2 Church Hill Road

East Barnet

EN4 8TB",51.6415,-0.163,EN4,EN,Independent,(020) 4505 6669
7fa94815-e082-4f17-a898-d57893a01ad2,Poppy Club,"26 St Marks Road

Mitcham

CR4 2LF",51.4067,-0.160498,CR4,CR,Royal British Legion,(020) 8646 2225
3038a591-2ec8-4170-a866-8f5504e47ba3,East Molesey Cricket Club,"The Memorial Cricket Ground, Graburn Way

East Molesey

KT8 9AL",51.4084,-0.353895,KT8,KT,Independent,
53fb20f2-43ac-435f-8b32-4b373a4e794c,Maddens,"130 High Road

East Finchley

N2 9ED",51.5908,-0.1644,N2,N,Independent,(020) 8444 7444
dd31695d-73a1-45ad-a6a9-8d25382696d9,Hare & Hounds,"Windmill Lane

Osterley

TW7 5PR",51.4916,-0.33926,TW7,TW,Independent,(020) 8560 5438
6fd725e8-b335-48d1-ab70-3aaf586926c2,St George's Hill Golf Club,"Golf Club Road, St George's Hill

Weybridge

KT13 0NL",51.348,-0.449233,KT13,KT,Independent,(01932) 847758
2830afe5-c68f-41d0-a271-1e64860ebfeb,Eastcote Cricket Club,"Haydon Hall, Southill Lane

Eastcote

HA5 2EG",51.5888,-0.40632,HA5,HA,Independent,(020) 8866 7794
c1ab2ddd-e4fa-46ee-a363-2d08dd4fcac7,Sweetings,"39 Queen Victoria Street

London

EC4N 4SA",51.5125,-0.0927302,EC4N,EC,Independent,(020) 7248 3062
1d2a492b-1cc4-4cd8-838f-075a6ff76406,Woodcroft Club,"254 High Street

Eltham

SE9 1AA",51.4504,0.062365,SE9,SE,Independent,(020) 8850 8659
e310af70-3ec2-4970-b767-ecbcaf44b26f,Bush Hill Park,"Enfield

EN1 1BB",51.6416,-0.068781,EN1,EN,Independent,(020) 8363 1008
1e6eea1d-c39d-4b71-ae77-ee6a3caec847,Oxshott Club,"Oakshade Road,

Oxshott

KT22 0LE",51.3311,-0.362951,KT22,KT,Independent,(01372) 842232
eba8b746-4426-483c-8a5b-fe8cde2436f7,Ponders End Working Mens Club,"46 South Street

Enfield

EN3 4LB",51.644,-0.043935,EN3,EN,Independent,(020) 8804 2334
1649baef-a1ea-4c56-b2c6-71c214a70350,Barley Mow,"12-14 Pikes Hill

Epsom

KT17 4EA",51.3342,-0.25809,KT17,KT,Fuller's,(01372) 721044
286be34a-7967-476c-9bcb-e731be58a992,Enfield Highway Conservative Club,"652 Hertford Road

Enfield Wash

EN3 6LZ",51.6715,-0.040648,EN3,EN,Independent,(01992) 718603
9aa5e0a4-2693-44af-9188-07aca629a13d,Epsom Sports Club,"Francis Schnadhorst Memorial Ground, Woodcote Road

Epsom

KT18 7QN",51.3265,-0.271973,KT18,KT,Independent,(01372) 722487
87323b86-0af1-41b0-90cc-6afb3c781bcf,Ebbisham Sports Club,"Eastway

Epsom

KT19 8SG",51.34,-0.271424,KT19,KT,Independent,(01372) 720647
539a511b-5d85-4c53-a41f-c291c2e28210,Wheatsheaf,"185 Baker Street

Enfield

EN1 3JT",51.6601,-0.0791,EN1,EN,Independent,(020) 8363 8462
9321e0c9-c26a-4016-9171-57ffab4e057c,Albion,"34-36 Bridge Road

East Molesey

KT8 9HA",51.4022,-0.3445,KT8,KT,Independent,(020) 8783 9342
0553e5bf-70db-4b84-9678-515994f8548f,Brewer's Arms,"22 Brook Street

Erith

DA8 1JQ",51.4723,0.16,DA8,DA,Independent,(01322) 338292
6b0d4d46-84c3-42ce-9057-68413af7d39d,Olde Kings Head,"26 Church Street

Epsom

KT17 4QB",51.3305,-0.25995,KT17,KT,Independent,(01372) 729125
f570e144-a547-4148-92ee-e7f28fb81ccc,West Ewell Social Club,"183 Chessington Road

Ewell

KT19 9XE",51.3527,-0.268001,KT19,KT,Independent,(020) 8224 6041
ff68f447-d287-4215-959a-3b91fd7e25c2,Spring Tavern,"1 London Road

Ewell

KT17 2AY",51.3513,-0.25026,KT17,KT,Independent,(020) 8786 0121
dba9d69a-3e02-408e-9ffa-536212aed9fe,Old Bank,"2 High Street

Sutton

SM1 1HN",51.3599,-0.191379,SM1,SM,Stonegate,(020) 8661 7525
8b45491e-27d3-4aec-a492-35f1fe9b0c0b,Woodcote Park Golf Club,"Meadow Hill, Bridle Way

Coulsdon

CR5 2QQ",51.3289,-0.14985,CR5,CR,Independent,(020) 8668 2788
93bd3dcd-350e-4e51-a639-487d5cd7a203,Islington Town House,"13 Liverpool Road

London

N1 0RW",51.5337,-0.10714,N1,N,Twenty6,07471 330395
d5c5c085-41cf-4d47-ab6e-59eb3809f00a,T.Bird,"132 Blackstock Road

Finsbury Park

N4 2DX",51.5613,-0.0994718,N4,N,Independent,(020) 7503 6202
708edf72-4865-46eb-acfc-48b13da0bb1c,Eagle,"2 Shepherdess Walk

London

N1 7LB",51.5293,-0.09176,N1,N,Independent,(020) 7250 0507
6abff09e-385e-436d-b9e6-ee81a0d10e38,Rusty Bucket,"3 Mill Row, Bexley High Street

Bexley

DA5 1LA",51.4411,0.150547,DA5,DA,Independent,
ca463994-32b6-4ae9-b595-812bd3b7e011,Uxbridge Royal Naval Association,"388A Long Lane

Hillingdon

UB10 9PG",51.5512,-0.44803,UB10,UB,Uxbridge Royal Naval Association,(01895) 230071
31245773-dc6a-4578-a2da-de25ee4f70a8,Good Yarn,"132 High Street

Uxbridge

UB8 1JX",51.548,-0.48097,UB8,UB,Wetherspoon,(01895) 239852
4629d713-bf0a-432c-8a7e-713bd1d661ea,Hackney Carriage,"165 Station Road

Sidcup

DA15 7AA",51.4358,0.101643,DA15,DA,Independent,(020) 3637 9096
