id,name,operator,calc_postcode_district,calc_postcode_area,lat,lon,addr_housenumber,addr_street,addr_city,serper_query,confidence,suggested_website,suggested_website_original,validation_status,alternates_json,notes
node/48928595,London Hospital Tavern,,E1,E,51.5190934,-0.0589373,176,Whitechapel Road,London,"""London Hospital Tavern"" pub London 176 Whitechapel Road E1",0.950,https://www.londonhospitaltavern.com/,https://www.londonhospitaltavern.com/,200,"[""https://commons.wikimedia.org/wiki/File:LHT_Urban_Bar,_Whitechapel,_E1_(2681355549).jpg"", ""https://www.mapquest.com/gb/england/london-hospital-tavern-798117885"", ""https://www.closedpubs.co.uk/london/e1_whitechapel_londonhospitaltavern.html"", ""https://ra.co/clubs/277860"", ""https://www.fanzo.com/en/bar/122876/london-hospital-tavern""]","openai:The URL is an exact match to the pub's name and the page snippet mentions the location opposite Whitechapel station, consistent with the given address on Whitechapel Road. It appears to be the official website.;loc_ok=address_tokens"
way/270424950,Ninety One,,E1,E,51.5217148,-0.0723595,91,Brick Lane,London,"""Ninety One"" pub London 91 Brick Lane E1",0.950,https://91bricklane.pub/,https://91bricklane.pub/,200,"[""https://www.mapquest.com/gb/england/ninety-one-526593103"", ""https://www.trumanbrewery.com/web/drink.pl?wtID=1742"", ""https://dice.fm/venue/ninety-one-6pob"", ""https://ra.co/clubs/187322"", ""https://www.tracksandtales.co/blogs/venues/ninety-one-living-room-brick-lane-velvet-afterglow?srsltid=AfmBOormZqDgHF2eLL_sF1ViYJVotFPLHKkoKuJI0KyxW6YyW4s9Duyv""]","openai:The URL https://91bricklane.pub/ matches the pub name 'Ninety One' and the address '91 Brick Lane' exactly, with a strong snippet confirming it is the local pub at that location. Other candidates are either aggregators or event sites without direct official pub website evidence.;loc_ok=district+address"
way/236653740,Pride of Spitalfields,,E1,E,51.5189522,-0.0712189,3,Heneage Street,London,"""Pride of Spitalfields"" pub London 3 Heneage Street E1",0.900,https://theprideofspitalfieldslondon.shop/,https://theprideofspitalfieldslondon.shop/,200,"[""https://the-pride-of-spitalfields-london.weeblyte.com/"", ""https://londonist.com/pubs/pubs/pride-of-spitalfields"", ""https://www.mapquest.com/gb/england/the-pride-of-spitalfields-528088140"", ""https://www.beeradvocate.com/beer/profile/14122/?view=ratings&ba=stiv""]","openai:The URL and page snippet clearly identify the pub by name and location near Brick Lane, matching the East London area. It appears to be a dedicated site for the pub, unlike aggregators or general listings. The .shop domain and content suggest a direct pub site rather than a third-party or social network.;loc_ok=district+address"
way/107275360,Princess Of Prussia,Shepherd Neame,E1,E,51.5114788,-0.0705158,15,Prescot Street,London,"""Princess Of Prussia"" pub London 15 Prescot Street E1",0.950,https://www.princessofprussia.co.uk/,https://www.princessofprussia.co.uk/,200,"[""https://www.princessofprussia.co.uk/contact-us"", ""https://www.mapquest.com/gb/england/princess-of-prussia-526125025"", ""https://tableagent.com/london/the-princess-of-prussia-whitechapel/"", ""https://londonspubswherehistoryreallyhappened.wordpress.com/2024/03/06/princess-of-prussia/""]","openai:The URL is the official website for the Princess of Prussia pub in London, explicitly mentioning the address 15 Prescot Street, matching the given pub address and operator Shepherd Neame.;loc_ok=district+address"
node/371520154,Shoreditch House,,E1,E,51.5237708,-0.0759056,,Ebor Street,London,"""Shoreditch House"" pub London Ebor Street E1",0.950,https://www.sohohouse.com/houses/shoreditch-house,https://www.sohohouse.com/houses/shoreditch-house,200,"[""https://www.sohohouse.com/houses/shoreditch-house/food-and-drink"", ""https://indagare.com/lodging/shoreditch-house"", ""https://www.mrandmrssmith.com/luxury-hotels/shoreditch-house"", ""https://www.ondalife.com/collection/clao896to00p5phwsk6hr8rzp/shoreditch-house"", ""https://guide.michelin.com/us/en/hotels-stays/london/shoreditch-house-13083""]","openai:Official Soho House site for Shoreditch House, matches pub name and known operator, high relevance and no conflicting location data.;loc_ok=address_tokens"
way/413193939,Sir Sidney Smith,,E1,E,51.5099253,-0.0684047,22,Dock Street,London,"""Sir Sidney Smith"" pub London 22 Dock Street E1",0.950,https://www.sirsydneysmith.com/location,https://www.sirsydneysmith.com/location,200,"[""https://www.sirsydneysmith.com/"", ""https://www.sirsydneysmith.com/about"", ""https://pubology.co.uk/pubs/2349.html"", ""https://commons.wikimedia.org/wiki/File:Sir_Sydney_Smith,_Shadwell,_E1.jpg"", ""https://www.flickr.com/photos/55935853@N00/54719182142/""]","openai:The URL is the official site for Sir Sydney Smith pub at 22 Dock Street, London E1, matching the pub's address exactly and showing detailed location info. Other pages on the same domain confirm the same operator and address. This is clearly the pub's official website.;loc_ok=district+address"
way/778627033,The Artful Dodger,,E1,E,51.5104559,-0.0701304,47,Royal Mint Street,London,"""The Artful Dodger"" pub London 47 Royal Mint Street E1",0.000,https://www.pubology.co.uk/pubs/2322.html,https://www.pubology.co.uk/pubs/2322.html,200,"[""https://the-artful-dodger.com-place.com/"", ""https://the-artful-dodger.wheree.com/"", ""https://www.mapquest.com/gb/england/the-artful-dodger-512005799"", ""https://venuekonnex.com/listing/the-artful-dodger/"", ""https://www.pubsgalore.co.uk/pubreviews/25293/""]","heuristic:https://www.pubology.co.uk/pubs/2322.html;ai_review=The URL is a third-party directory listing, not the official site or operator page for the pub."
way/200356056,The Bancroft Arms,,E1,E,51.5227673,-0.0400483,410,Mile End Road,London,"""The Bancroft Arms"" pub London 410 Mile End Road E1",0.900,https://pubwiki.co.uk/LondonPubs//MileEnd/MileEndRoad410.shtml,https://pubwiki.co.uk/LondonPubs//MileEnd/MileEndRoad410.shtml,200,"[""https://the-bancroft-arms.weeblyte.com/"", ""https://the-bancroft-arms.wheree.com/"", ""https://www.pubsgalore.co.uk/pubs/54487/"", ""https://www.mapquest.com/gb/england/the-bancroft-arms-798187750"", ""https://www.beerintheevening.com/pubs/s/21/21796/Bancroft_Arms/Stepney_Green""]","openai:This URL explicitly mentions the exact address '410 Mile End Road' matching the pub's address, providing strong location evidence. It is a dedicated pub wiki site rather than a social network or aggregator.;loc_ok=district+address"
way/310350976,The Blind Beggar,,E1,E,51.5200501,-0.0569197,337-341,Whitechapel Road,London,"""The Blind Beggar"" pub London 337-341 Whitechapel Road E1",0.000,https://mapy.com/en/?source=osm&id=110930123,https://mapy.com/es/?source=osm&id=110930123,200,"[""https://mapy.com/es/?source=osm&id=110930123"", ""https://streetscan.co.uk/postcode/e1-1aa"", ""https://streets.openalfa.co.uk/streets/sidney-street-e1-stepney-green-ward"", ""https://streetscan.co.uk/postcode/e1-5ba"", ""https://towerhamlets.moderngov.co.uk/documents/s148964/Royal%20PFC%20Appendices%20Only.pdf""]","heuristic:https://mapy.com/es/?source=osm&id=110930123;ai_review=URL is a generic map site, not an official or operator page for the pub"
way/257334015,The Brown Bear,,E1,E,51.511393,-0.0684607,139,Leman Street,London,"""The Brown Bear"" pub London 139 Leman Street E1",0.000,https://www.thebrownbear.london/,https://www.thebrownbear.london/,200,"[""https://the-brown-bear.weeblyte.com/"", ""https://www.mapquest.com/gb/england/the-brown-bear-525673536"", ""https://pubwiki.co.uk/LondonPubs/Whitechapel/BrownBear.shtml"", ""https://thekraytwins.fandom.com/wiki/The_Brown_Bear"", ""https://www.inapub.co.uk/pubs/in/London/~/venues/the-brown-bear/aldgate/e18ey/15671""]",heuristic:https://www.thebrownbear.london/;ai_confirmed_loc_fail=no_location_match
node/10251784717,The Buxton,,E1,E,51.5172501,-0.0702726,42,Osborn Street,London,"""The Buxton"" pub London 42 Osborn Street E1",0.950,https://www.thebuxton.co.uk/,https://www.thebuxton.co.uk/,200,"[""https://www.mapquest.com/gb/england/the-buxton-775664774"", ""https://www.google.com/travel/hotels/entity/ChoIhcaj9pWoztTwARoNL2cvMTFoMG1jNWIxbhAB?sa=X&ei=982XabWPCfG78LAPnqfG0AY&ei=MfGXaZ-rLYKV3ugPtN-Y8AI&ei=FlKYaeanA82Q8LAPpbCkkAc&ei=zVqYad7cK6vz8LAPm-LE6QU&ei=GdiYaff4BrmI8LAP6JSi-AE&ei=AQ6ZaYbFAc7d8LAPnO2JuQI&ei=KWeZaaXNC4Th8LAPjZD-kAk&ved=2ahUKEwjlhfHyj-qSAxWEMBwAHQ2IH5IQkdkIegUIBBDxAQ"", ""https://www.expedia.com/London-Hotels-The-Buxton.h35081761.Hotel-Information""]","openai:The URL is the official website for The Buxton pub and hotel at 42 Osborn Street, London E1, matching the pub's address exactly and providing direct information about the venue.;loc_ok=district+address"
way/157323017,The Golden Heart,,E1,E,51.5201489,-0.0742242,110,Commercial Street,London,"""The Golden Heart"" pub London 110 Commercial Street E1",0.800,https://oldspitalfieldsmarket.com/journal/a-swift-half-at-the-golden-heart,https://oldspitalfieldsmarket.com/journal/a-swift-half-at-the-golden-heart,200,"[""https://www.coolplaces.co.uk/places/uk/england/london/spitalfields/9333-the-golden-heart"", ""https://www.lomography.com/magazine/63640-the-golden-heart-pub""]","openai:The URL is from Old Spitalfields Market site and mentions the exact address 110 Commercial Street, London E1, matching the pub's location and name.;loc_ok=district+address"
node/3010570949,The Good Samaritan,,E1,E,51.5173312,-0.061108,87,Turner Street,London,"""The Good Samaritan"" pub London 87 Turner Street E1",0.900,https://www.pubsgalore.co.uk/pubs/25322/,https://www.pubsgalore.co.uk/pubs/25322/,200,"[""https://commons.wikimedia.org/wiki/File:Good_Samaritan,_Whitechapel,_E1.jpg"", ""https://pubwiki.co.uk/LondonPubs/Whitechapel/GoodSamaritan.shtml"", ""https://london.randomness.org.uk/wiki.cgi?Good_Samaritan,_E1_2AE"", ""https://www.beerintheevening.com/pubs/s/22/22036/Good_Samaritan/Whitechapel"", ""https://www.inapub.co.uk/venues/the-good-samaritan/london/e12ae/7244""]","openai:The URL is a dedicated pub directory page that explicitly mentions the exact address 87 Turner Street E1 matching the pub's location, with strong geo evidence and no signs of being an aggregator or social network.;loc_ok=near_coords"
way/303225529,The Horn of Plenty,,E1,E,51.5227636,-0.0468748,36,Globe Road,London,"""The Horn of Plenty"" pub London 36 Globe Road E1",0.950,https://www.thehornofplentypub.co.uk/,https://www.thehornofplentypub.co.uk/,200,"[""https://the-horn-of-plenty-1.wheree.com/"", ""https://www.citystack.co/horn-of-plenty"", ""https://londonist.com/pubs/pubs/pubs/the-horn-of-plenty"", ""https://www.tagvenue.com/rooms/london/15829/the-horn-of-plenty/the-horn-of-plenty-pub"", ""https://hirespace.com/Spaces/London/139666/The-Horn-Of-Plenty/Back-Area-Of-The-Pub/Events""]","openai:The URL matches the pub name exactly and the page snippet includes the exact address '36 Globe Road London E1', matching the pub's address and district, indicating it is the official website.;loc_ok=district+address"
way/205408905,The Light Bar,,E1,E,51.522141,-0.0783797,233,Shoreditch High Street,London,"""The Light Bar"" pub London 233 Shoreditch High Street E1",0.950,https://www.lightbarlondon.com/,https://www.lightbarlondon.com/,200,"[""https://www.lightbarlondon.com/about/"", ""https://beastmag.co.uk/food-drink/the-light-bar-dining-shoreditch/"", ""https://www.beerintheevening.com/pubs/s/58/5834/Light_Bar/Shoreditch"", ""https://www.squaremeal.co.uk/restaurants/the-light-bar_22074"", ""https://littleplaces.london/place/the-light-bar""]","openai:The URL lightbarlondon.com is the official website for The Light Bar in Shoreditch, London, matching the pub's name and location. The site description mentions the Victorian power station and Shoreditch, consistent with the address 233 Shoreditch High Street. Other candidates are reviews or directories, not official sites.;loc_ok=district+address"
node/296620391,The Oliver Conquest,,E1,E,51.5128687,-0.0701002,70,Leman Street,London,"""The Oliver Conquest"" pub London 70 Leman Street E1",0.900,https://www.conquestpubs.co.uk/,https://conquestpubs.co.uk/,200,"[""https://conquestpubs.co.uk/"", ""https://pubology.co.uk/pubs/2344.html"", ""https://www.mapquest.com/gb/england/the-oliver-conquest-522894197"", ""https://www.novacircle.com/spots/europe/united-kingdom/england/london-borough-of-tower-hamlets/london/the-oliver-conquest-a360d5"", ""https://hirespace.com/Spaces/London/201726/The-Oliver-Conquest/The-Pub/Events""]","openai:The URL conquestpubs.co.uk explicitly mentions The Oliver Conquest at 70 Leman St, London E1 8EU, matching the pub's address exactly and is likely the official site.;loc_ok=district+address"
way/395695853,The Peacock,,E1,E,51.516045,-0.0467376,145,Aylward Street,London,"""The Peacock"" pub London 145 Aylward Street E1",0.900,https://thepeacocke1.com/home,https://thepeacocke1.com/home,200,"[""https://www.thepeacocke1.co.uk/"", ""https://www.mapquest.com/gb/england/the-peacock-pub-stepney-806276105"", ""https://pubwiki.co.uk/LondonPubs///MileEnd/Peacock.shtml"", ""https://www.pubsinthesun.com/pub/the-peacock-371"", ""https://www.londonpubexplorer.com/pub-musings/the-peacock""]","openai:The URL explicitly matches the pub name and address (145 Aylward St, Stepney Green London E1), indicating it is the pub's official website.;loc_ok=district+address"
node/371601279,the Shoreditch Arms,,E1,E,51.5268568,-0.0781882,127,Shoreditch High Street,London,"""the Shoreditch Arms"" pub London 127 Shoreditch High Street E1",0.900,https://www.urbanpubsandbars.com/venues/the-shoreditch-arms,https://www.urbanpubsandbars.com/venues/the-shoreditch-arms,200,"[""https://x.com/LondonPubMap/status/2001738537876783535"", ""https://www.urbanpubsandbars.com/venues/bar-kick-at-the-shoreditch-arms"", ""https://www.mapquest.com/gb/england/the-shoreditch-arms-527179463"", ""https://www.tagvenue.com/venues/london/13519/the-shoreditch-arms"", ""https://wanderlog.com/place/details/2202941/the-shoreditch-arms""]","openai:The URL is from Urban Pubs & Bars, a likely operator site, and explicitly mentions the exact address 127 Shoreditch High Street, London E1 6JE matching the pub's location. It is not a social network or aggregator.;loc_ok=district+address"
way/157323000,The Ten Bells,,E1,E,51.5193553,-0.074291,84,Commercial Street,London,"""The Ten Bells"" pub London 84 Commercial Street E1",0.900,https://pubwiki.co.uk/LondonPubs/Spitalfield/TenBells.shtml,https://pubwiki.co.uk/LondonPubs/Spitalfield/TenBells.shtml,200,"[""https://tenbells.com/"", ""https://www.mapquest.com/gb/england/the-ten-bells-523275799"", ""https://secretldn.com/the-ten-bells-pub/"", ""https://www.jack-the-ripper-tour.com/locations/ten-bells-pub/""]","openai:This candidate explicitly mentions the exact address 84 Commercial Street and the district Spitalfields E1 matching the pub's location, indicating it is about the correct venue. It is not an aggregator or social network.;loc_ok=district+address"
node/278312956,Thomas Neale,,E1,E,51.5131287,-0.0566157,39,Watney Market,London,"""Thomas Neale"" pub London 39 Watney Market E1",0.000,https://www.pubology.co.uk/pubs/2361.html,https://www.pubology.co.uk/pubs/2361.html,200,"[""https://mapcarta.com/N278312956"", ""https://www.pubsgalore.co.uk/pubs/74433/"", ""https://commons.wikimedia.org/wiki/File:Thomas_Neale,_Shadwell,_E1.jpg"", ""https://www.thelondoneconomic.com/food-drink/best-local-pubs-london-202717/"", ""https://www.mapquest.com/gb/england/thomas-neale-free-house-798923923""]","heuristic:https://www.pubology.co.uk/pubs/2361.html;ai_review=Page is a pub directory listing, not the official site or operator page for the Thomas Neale pub"
4d453b5f-3c99-4cc2-a627-b738a33518d3,Whites Gentlemans Club,Independent,E1,E,51.5139,-0.071,,,,"""Whites Gentlemans Club"" pub London E1",0.000,https://democracy.towerhamlets.gov.uk/documents/s69749/Whites%20Appendices%20Only.pdf,https://democracy.towerhamlets.gov.uk/documents/s69749/Whites%20Appendices%20Only.pdf,200,"[""https://www.pigsear.org.uk/2017guide.html"", ""https://towerhamlets.moderngov.co.uk/documents/s190537/SEV%20Report%20Appendcices%20-%20Whites%20-%202020-21.docx.pdf"", ""https://cozee.properties/en/resources/area-guide/aldgate/"", ""https://www.theukhighstreet.com/perl/page.cgi?p=storepage&ID=0&StoreID=1223306&nearbytag="", ""https://www.alamy.com/stock-photo/leman-street-london.html""]","heuristic:https://democracy.towerhamlets.gov.uk/documents/s69749/Whites%20Appendices%20Only.pdf;ai_review=URL is a PDF document from Tower Hamlets council site, not an official pub website or operator page for Whites Gentlemans Club"
bdf58937-ad8f-4427-bed5-659edaa38a11,Wilton's Music Hall Mahogany Bar,,E1,E,51.5106,-0.0669,,,,"""Wilton's Music Hall Mahogany Bar"" pub London E1",0.000,,,no_serper_results,[],no_organic_links
node/13717302373,Chop Shop Tavern,,E10,E,51.5705831,-0.0099277,141,Tilbury Road,London,"""Chop Shop Tavern"" pub London 141 Tilbury Road E10",0.000,https://www.scoresonthedoors.org.uk/food-hygiene/leyton.html,https://www.scoresonthedoors.org.uk/food-hygiene/leyton.html,200,"[""https://www.pubsgalore.co.uk/towns/e10/greater-london/"", ""https://www.homepages.ucl.ac.uk/~ccaajpa/pubs-beento.html"", ""https://www.bt.com/content/dam/bt/a-z-directory/ilfwal-a-z-directory.pdf""]","heuristic:https://www.scoresonthedoors.org.uk/food-hygiene/leyton.html;ai_review=URL is a generic food hygiene ratings page for Leyton area, not an official site for Chop Shop Tavern at 141 Tilbury Road, London"
c72a6c4c-d4c1-42d6-85d2-5e0c38cbe6e2,Coach & Horses,Independent,E10,E,51.561,-0.0102,,,,"""Coach & Horses"" pub London E10",0.000,https://thecoachleyton.com/,https://thecoachleyton.com/,200,"[""https://the-coach-horses-1.wheree.com/"", ""https://thecoachleyton.com/leyton-restaurant-food-pub/"", ""https://www.londonpubexplorer.com/back-from-the-dead/the-coach-and-horses"", ""https://www.favouritetable.com/east-london/the-coach-horses""]",heuristic:https://thecoachleyton.com/;ai_confirmed_loc_fail=district_only_no_geo
way/696129533,Coach and Horses,,E10,E,51.56156,-0.0105018,391,High Road Leyton,London,"""Coach and Horses"" pub London 391 High Road Leyton E10",0.950,https://thecoachleyton.com/,https://thecoachleyton.com/,200,"[""https://thecoachleyton.com/leyton-restaurant-food-pub/"", ""https://london.randomness.org.uk/wiki.cgi?Coach_And_Horses,_E10_5NA"", ""https://www.fanzo.com/en/bar/16302/the-coach-and-horses"", ""https://www.favouritetable.com/east-london/the-coach-horses"", ""https://www.theinfatuation.com/london/reviews/kamu-at-the-coach-horses-leyton""]","openai:The site thecoachleyton.com clearly matches the pub name and address (391 High Road Leyton, E10) and appears to be the official website for the Coach and Horses in Leyton. It is not an aggregator or social network and has strong evidence linking it to the exact location.;loc_ok=district+address"
node/472446463,Hare and Hounds,,E10,E,51.5687971,-0.0287631,,,,"""Hare and Hounds"" pub London E10",0.000,https://hareandhounds-e10.co.uk/,https://hareandhounds-e10.co.uk/,200,"[""https://www.flickr.com/photos/55935853@N00/6880325740"", ""https://www.hitched.co.uk/wedding-venues/hare-&-hounds_360897.htm"", ""https://www.beerintheevening.com/pubs/s/92/9266/Hare_and_Hounds/Leyton"", ""https://hareandhounds-e10.co.uk/menu/""]",heuristic:https://hareandhounds-e10.co.uk/;ai_confirmed_loc_fail=district_only_no_geo
0c35de19-2d54-4c2f-9942-93f38ced4a49,Leyton Orient Supporters Club,Independent,E10,E,51.5599,-0.013381,,,,"""Leyton Orient Supporters Club"" pub London E10",0.000,https://www.orientsupporters.org/find-us/,https://www.orientsupporters.org/find-us/,200,"[""https://leyton-orient-supporters-club.wheree.com/"", ""https://www.leytonorient.com/fans/matchday-guide"", ""https://pubsandbeer.co.uk/index.php?ID=P&pub=2553&O=V"", ""https://www.pubsgalore.co.uk/pubs/76384/""]",heuristic:https://www.orientsupporters.org/find-us/;ai_confirmed_loc_fail=district_only_no_geo
way/444200909,Prince of Wales,,E10,E,51.5736854,-0.0098576,777,High Road Leyton,London,"""Prince of Wales"" pub London 777 High Road Leyton E10",0.900,https://www.sluurpy.com/en/london/restaurant/9435592/the-prince-of-wales,https://www.sluurpy.com/en/london/restaurant/9435592/the-prince-of-wales,200,"[""https://www.flickr.com/photos/55935853@N00/55035640825/"", ""https://www.pubsgalore.co.uk/pubmap/25125/""]","openai:This URL explicitly mentions the pub name and exact address '777 High Road Leyton, E10', matching the given pub location closely, indicating it is the correct venue's page rather than a general or unrelated site.;loc_ok=district+address"
